Won,Target,# Guesses,Guess 1,Guess 2,Guess 3,Guess 4,Guess 5,Guess 6,Guess 7,Guess 8,Guess 9,Guess 10
TRUE,yakut,7,toled,burka,spats,mavin,kauch,faggy,yakut,,,
TRUE,sicks,7,holds,kains,butts,feres,miggs,picks,sicks,,,
TRUE,volga,7,tubed,packs,gloom,infra,ajava,holla,volga,,,
TRUE,cogue,7,wheer,lifts,bumbo,canon,coypu,coque,cogue,,,
TRUE,dally,7,taffy,rawky,sabby,calmy,palay,lally,dally,,,
TRUE,kiths,7,egads,wists,tills,ninos,mitis,ritus,kiths,,,
TRUE,wreak,7,kenaf,sagas,byway,murat,codal,rizar,wreak,,,
TRUE,vodun,7,muffs,boyce,hokan,login,toxon,journ,vodun,,,
TRUE,modem,7,hares,impen,gemel,joyed,bouet,codec,modem,,,
TRUE,polly,7,tarsi,gudok,hoove,comby,jowpy,foxly,polly,,,
TRUE,kaiak,7,baffy,pated,haoma,navis,cacur,galli,kaiak,,,
TRUE,bonav,7,rover,hoody,poult,gowks,nonic,monax,bonav,,,
TRUE,memos,7,innet,slype,burro,awash,gooks,deeds,memos,,,
TRUE,regle,7,cosed,belah,petum,weeny,vexil,legge,regle,,,
TRUE,birch,7,dabba,sighs,wifie,ninut,vizzy,hillo,birch,,,
TRUE,zayin,7,tzars,oadal,naggy,baume,pavin,yakin,zayin,,,
TRUE,unaus,7,gorer,astay,flubs,chais,swaps,juans,unaus,,,
TRUE,conin,7,kutta,bisme,proxy,colog,covin,cocin,conin,,,
TRUE,meany,7,seric,bello,yeuky,heedy,wenny,jeany,meany,,,
TRUE,lodes,7,fleck,yameo,votes,hones,loges,lowes,lodes,,,
TRUE,trump,7,rebop,skulp,whump,grump,crump,frump,trump,,,
TRUE,relic,7,haika,celts,felup,welly,belve,melic,relic,,,
TRUE,volar,7,lobed,roupy,woons,corah,kotal,molar,volar,,,
TRUE,arter,7,dreks,prawn,crout,fritz,argle,artar,arter,,,
TRUE,carid,7,stash,omina,jabul,pawky,ragee,david,carid,,,
TRUE,orals,7,cufic,merks,panos,awols,lolls,ovals,orals,,,
TRUE,games,7,dorje,cumay,ahmet,limen,wames,kames,games,,,
TRUE,refel,7,pipra,throw,snuff,bedye,eeler,lemel,refel,,,
TRUE,agsam,7,ocrea,haunt,gibli,adjag,asway,avgas,agsam,,,
TRUE,sloot,7,retag,musth,ponos,oxbow,stood,scoot,sloot,,,
TRUE,fraze,7,bayou,lenad,sties,agape,crave,frame,fraze,,,
TRUE,melba,7,okays,gamed,letup,heinz,cecca,fella,melba,,,
TRUE,velic,7,panos,krivu,filii,belie,melic,telic,velic,,,
TRUE,dorse,7,envoy,click,summa,wroth,resex,gorse,dorse,,,
TRUE,borer,7,gansa,opelu,whift,reccy,krome,boxed,borer,,,
TRUE,surer,7,seine,sappy,stews,slock,smurr,suber,surer,,,
TRUE,meros,7,skits,hypos,bonos,demos,ceros,zeros,meros,,,
TRUE,wanze,7,baric,mayan,lauds,hange,fanwe,zanze,wanze,,,
TRUE,ewhow,7,styca,rouge,helio,offed,whoop,embox,ewhow,,,
TRUE,fanum,7,canch,manas,danli,nanny,bantu,ranee,fanum,,,
TRUE,saner,7,lyard,aotea,penes,cunei,maneh,ganev,saner,,,
TRUE,throu,7,ganza,fusel,cocci,trout,throw,throb,throu,,,
TRUE,amsel,7,virgo,apast,allyl,awful,accel,amzel,amsel,,,
TRUE,fardh,7,bedew,khoja,daisy,tacan,lampf,raghu,fardh,,,
TRUE,diets,7,bosom,wiggy,hiera,liest,kiefs,tiens,diets,,,
TRUE,fresh,7,theat,beefs,cleuk,dieri,gregg,freon,fresh,,,
TRUE,adrop,7,peeps,mooth,cling,quark,faddy,adrad,adrop,,,
TRUE,blayk,7,unboy,charr,piast,glave,flaff,alada,blayk,,,
TRUE,gleys,7,newel,micra,dulse,svelt,elegy,fleys,gleys,,,
TRUE,hemen,7,parrs,debye,tecon,neven,wezen,helen,hemen,,,
TRUE,jerib,7,spale,devow,reget,kerry,hermi,ceric,jerib,,,
TRUE,aspen,7,withy,zudda,boong,eleme,fraps,paven,aspen,,,
TRUE,konia,7,rubor,denda,tonka,gonna,ponja,conia,konia,,,
TRUE,gumma,7,alist,cooba,hanna,freya,dumka,jumma,gumma,,,
TRUE,erica,7,auric,hypes,miaow,frere,bring,krill,erica,,,
TRUE,crazy,7,bride,arvos,wrawl,graft,crank,crapy,crazy,,,
TRUE,taula,7,kubba,patta,varia,gamma,dacha,yalla,taula,,,
TRUE,alody,7,fujis,month,apoop,acock,above,alogy,alody,,,
TRUE,hyper,7,clasp,bevvy,porno,fremt,whirr,duper,hyper,,,
TRUE,berat,7,filth,trank,gayer,exude,poort,aetat,berat,,,
TRUE,aways,7,kombu,pechs,ixias,glads,stars,azans,aways,,,
TRUE,dojos,7,loope,robur,notan,hoggs,jocks,mozos,dojos,,,
TRUE,boffs,7,somne,footy,coaid,lobus,works,qophs,boffs,,,
TRUE,cobby,7,izars,model,toppy,hooky,bonny,foggy,cobby,,,
TRUE,bewry,7,chics,grame,kloof,veter,beryx,bendy,bewry,,,
TRUE,fiver,7,kolis,remue,dript,wiver,viver,aiver,fiver,,,
TRUE,gumby,7,miter,clavy,nonny,pussy,fudgy,huzzy,gumby,,,
TRUE,bipod,7,litui,picas,kioko,gigge,bivvy,biron,bipod,,,
TRUE,poche,7,river,nuque,sowse,zolle,modge,tophe,poche,,,
TRUE,early,7,duhat,libel,orals,gayly,fally,parly,early,,,
TRUE,grips,7,zoist,brims,prius,grigs,grids,grins,grips,,,
TRUE,fause,7,penal,birch,amove,suede,waste,zaque,fause,,,
TRUE,libya,7,nomen,filla,diaka,ticca,pipra,jizya,libya,,,
TRUE,backy,7,trapa,denes,alibi,hooch,wacky,jacky,backy,,,
TRUE,ether,7,saker,comer,nuder,river,fewer,hyper,ether,,,
TRUE,roper,7,yummy,login,sorer,toter,rober,rower,roper,,,
TRUE,saids,7,droit,puses,winks,cycas,glims,qaids,saids,,,
TRUE,ident,7,soled,uaupe,neigh,dinky,eject,inert,ident,,,
TRUE,genie,7,purry,inwit,bolis,adfix,hemin,genic,genie,,,
TRUE,wirer,7,divvy,hitch,rimas,fiber,winer,wiper,wirer,,,
TRUE,voids,7,doter,gopak,youff,hollo,iodic,joins,voids,,,
TRUE,swift,7,tosca,durzi,skyey,shill,snift,smift,swift,,,
TRUE,snite,7,drops,bizen,stine,slime,skice,shive,snite,,,
TRUE,palms,7,rogue,shaka,naifs,talas,palps,palls,palms,,,
TRUE,canos,7,aldea,tovah,majos,faros,kagos,pacos,canos,,,
TRUE,coils,7,gybes,okras,polis,toffs,mozos,coins,coils,,,
TRUE,rason,7,bught,wacke,japan,sarin,radon,ramon,rason,,,
TRUE,dinus,7,banat,lindy,sinon,vines,pinus,minus,dinus,,,
TRUE,bunce,7,tibey,adown,seeks,prune,buffe,bulge,bunce,,,
TRUE,devex,7,jowed,meres,henen,zebec,teaey,levee,devex,,,
TRUE,risqu,7,faire,winds,hippy,kizil,gigot,sissu,risqu,,,
TRUE,punks,7,teian,sylph,ruffs,nunks,gunks,dunks,punks,,,
TRUE,alans,7,pinna,suent,clang,bland,flank,llano,alans,,,
TRUE,layup,7,irons,hempy,playa,abuzz,gugal,dawut,layup,,,
TRUE,skald,7,sibby,shorl,sutta,skene,skags,skaff,skald,,,
TRUE,girth,7,trace,dildo,mimsy,fingu,kikki,bight,girth,,,
TRUE,koali,7,acedy,stoop,irgun,milha,xviii,babai,koali,,,
TRUE,alvah,7,sordo,emmet,cliff,alkyl,alban,alpax,alvah,,,
TRUE,vingt,7,intel,ovary,stink,cinct,binit,ninut,vingt,,,
TRUE,spaed,7,gobby,zulus,vance,attar,miked,seqed,spaed,,,
TRUE,venge,7,jambs,cooed,tippy,wrung,keeve,helge,venge,,,
TRUE,pardo,7,silts,peeve,pomak,proof,paauw,pandy,pardo,,,
TRUE,frier,7,kleig,vamos,diced,unweb,tehee,pyrex,frier,,,
TRUE,cribs,7,twigs,amins,olios,epics,shivs,dribs,cribs,,,
TRUE,crile,7,scurf,pager,jetty,bikol,emend,clich,crile,,,
TRUE,trapa,7,ewhow,cyrus,arati,dramm,braza,grana,trapa,,,
TRUE,alist,7,rummy,peans,kokil,gliff,alida,alish,alist,,,
TRUE,rangy,7,theek,pilaw,gagor,barmy,cadgy,fangy,rangy,,,
TRUE,sioux,7,mixed,firth,bisks,ninon,pilaw,jiqui,sioux,,,
TRUE,paolo,7,sparm,jotty,hazen,ladik,capax,baloo,paolo,,,
TRUE,cohue,7,sicle,atune,umbre,epode,fugue,ocque,cohue,,,
TRUE,dayak,7,jests,nunni,fardh,gamma,backy,dayal,dayak,,,
TRUE,anmia,7,nondo,riant,spues,magma,icica,anlia,anmia,,,
TRUE,ephah,7,bassy,dhava,purim,loche,annet,hewgh,ephah,,,
TRUE,geums,7,braye,mutts,gills,geeks,genos,gedds,geums,,,
TRUE,alite,7,irade,halve,socle,fytte,piete,axite,alite,,,
TRUE,delia,7,virgo,heals,kebab,feted,lenin,medii,delia,,,
TRUE,coxal,7,plonk,brits,zudda,leach,oolly,comal,coxal,,,
TRUE,augen,7,pause,rumbo,fulwa,junky,quean,tutin,augen,,,
TRUE,suers,7,lahar,dicot,ferny,ummps,krebs,guess,suers,,,
TRUE,tingi,7,harre,sonny,pinic,windz,minbu,vingt,tingi,,,
TRUE,soggy,7,fonds,lorum,bowie,hoppo,totty,cocky,soggy,,,
TRUE,euler,7,gobet,kneel,cerer,hyper,mider,aller,euler,,,
TRUE,rigol,7,bacca,fiefs,zinky,hipmi,lirot,vigor,rigol,,,
TRUE,doric,7,sotik,boric,moric,loric,roric,noric,doric,,,
TRUE,unman,7,mells,crang,windz,yampa,homam,kuman,unman,,,
TRUE,julid,7,mural,fusty,cubeb,dunno,luigi,kudzu,julid,,,
TRUE,linet,7,cache,krubi,onion,pests,idyll,limit,linet,,,
TRUE,laics,7,damia,narky,caupo,gaitt,saice,laich,laics,,,
TRUE,milty,7,samba,elong,tiffy,kippy,vizzy,willy,milty,,,
TRUE,ratan,7,bumpy,sagai,kanat,dalar,varan,catan,ratan,,,
TRUE,pluma,7,zoris,jakun,flyby,clave,alpha,gluma,pluma,,,
TRUE,chats,7,jalop,untax,addis,kvass,gears,whats,chats,,,
TRUE,hague,7,coxae,metze,skyre,annie,halwe,habbe,hague,,,
TRUE,steri,7,fasts,deign,piwut,cheve,smerk,stero,steri,,,
TRUE,colts,7,anear,flood,volto,bolts,jolts,molts,colts,,,
TRUE,prays,7,carer,alway,yonis,stabs,dyaus,frags,prays,,,
TRUE,yechy,7,howff,deice,berth,kelly,jemmy,peasy,yechy,,,
TRUE,scurf,7,coofs,ruler,asana,sissy,strub,sdump,scurf,,,
TRUE,scuba,7,lopes,samaj,swarf,study,shush,squin,scuba,,,
TRUE,eking,7,huffs,ilion,brite,amiga,exing,ewing,eking,,,
TRUE,bawly,7,peery,soncy,willy,fatly,madly,gayly,bawly,,,
TRUE,jirga,7,abhor,lurry,parma,girja,circa,virga,jirga,,,
TRUE,swale,7,unbog,piala,smalt,sealy,scald,shale,swale,,,
TRUE,reaks,7,howdy,verge,retar,repic,remus,reals,reaks,,,
TRUE,forth,7,marid,shrew,burut,porry,corvo,north,forth,,,
TRUE,lubra,7,maidy,upjet,snaff,cohol,abwab,kurku,lubra,,,
TRUE,barbu,7,writs,makuk,caned,yalla,gagor,barff,barbu,,,
TRUE,zesty,7,retia,hewgh,messe,festy,nesty,testy,zesty,,,
TRUE,matax,7,waily,hamus,janet,daraf,takao,cacam,matax,,,
TRUE,tiros,7,ungum,loope,barks,shris,dirts,wiros,tiros,,,
TRUE,askar,7,darii,gnarl,trooz,shyam,aquae,abbas,askar,,,
TRUE,velte,7,intue,tarde,whose,flype,beeve,legge,velte,,,
TRUE,benne,7,iddat,beefy,bergs,becco,belle,bevue,benne,,,
TRUE,porno,7,admix,covet,hoosh,jowpy,fogon,poulp,porno,,,
TRUE,surfs,7,moats,keels,discs,rufus,bunns,vuggs,surfs,,,
TRUE,awols,7,darbs,pines,thats,smous,gooks,flows,awols,,,
TRUE,islet,7,equus,newer,casey,bited,sphex,klieg,islet,,,
TRUE,leady,7,fairs,deota,lehay,leaky,leany,leavy,leady,,,
TRUE,egers,7,crawl,moose,nyxis,heres,guffs,skeps,egers,,,
TRUE,diver,7,towel,neper,raker,sider,giber,dimer,diver,,,
TRUE,yirrs,7,droob,kingu,titar,pilch,fifes,jisms,yirrs,,,
TRUE,oriya,7,mutch,gaper,fidia,ikona,asyla,oozoa,oriya,,,
TRUE,yemen,7,clint,rhymy,fanam,weeds,mezzo,yeven,yemen,,,
TRUE,befog,7,beent,berms,belli,begay,bedog,bebog,befog,,,
TRUE,pious,7,duals,mists,bices,vivos,finks,yirrs,pious,,,
TRUE,resid,7,quina,bitch,sepoy,melis,regie,redid,resid,,,
TRUE,cothe,7,arrie,golpe,hoboe,cosse,comte,coque,cothe,,,
TRUE,haldu,7,skats,meece,vairy,gazon,dadap,habub,haldu,,,
TRUE,cokey,7,gator,hoppo,doven,boxes,yokel,jokey,cokey,,,
TRUE,wrote,7,mukti,facto,pooty,snots,blote,grote,wrote,,,
TRUE,scion,7,tumid,beech,gansa,plonk,orson,sycon,scion,,,
TRUE,clone,7,barra,copus,cinel,chott,clonk,clong,clone,,,
TRUE,nayar,7,dears,knuth,zirai,appay,crcao,navar,nayar,,,
TRUE,marsi,7,korah,varec,pards,sarum,marry,maria,marsi,,,
TRUE,bored,7,malta,suyog,edwin,recco,drove,boxed,bored,,,
TRUE,third,7,newar,hussy,kikki,morro,thirl,thirt,third,,,
TRUE,naevi,7,caaba,dauke,hamel,wanty,garon,naifs,naevi,,,
TRUE,cocas,7,sheds,maxis,culls,coons,coats,cocks,cocas,,,
TRUE,scouk,7,tayer,chold,spong,suomi,swobs,scoff,scouk,,,
TRUE,hippo,7,gamey,sooth,whill,injun,riffi,bipod,hippo,,,
TRUE,sewar,7,kolas,ahsan,becap,serau,setae,segar,sewar,,,
TRUE,xysti,7,gimel,ahush,torcs,indin,stiff,wysty,xysti,,,
TRUE,mammy,7,gushy,bally,faffy,waney,pacay,marvy,mammy,,,
TRUE,agley,7,ervil,kanap,mochy,letty,fubby,gwely,agley,,,
TRUE,piped,7,yurak,bizet,limed,hided,jived,pined,piped,,,
TRUE,gamin,7,dryas,agena,laith,makuk,baboo,gamic,gamin,,,
TRUE,anime,7,faffy,eneas,inken,unrow,anvil,anice,anime,,,
TRUE,mania,7,gobby,reeks,paauw,falda,manna,manta,mania,,,
TRUE,sugis,7,notes,culls,husks,gurus,judas,bumfs,sugis,,,
TRUE,skewy,7,sibyl,stony,shapy,sudsy,seggy,skyey,skewy,,,
TRUE,moped,7,anlet,bogey,sorer,codec,hoped,doped,moped,,,
TRUE,coomb,7,glogg,azons,kioko,booty,rooed,hooch,coomb,,,
TRUE,etiam,7,ambar,colat,nisan,dewax,theah,pupae,etiam,,,
TRUE,triad,7,scrip,idion,maize,quirk,twill,trifa,triad,,,
TRUE,stipa,7,duets,wagon,sibby,smaik,slish,spiff,stipa,,,
TRUE,penni,7,shrip,vimpa,bedel,ketty,feign,cequi,penni,,,
TRUE,horns,7,utees,gasps,vrows,nomos,yodhs,honks,horns,,,
TRUE,hoppo,7,lolls,porta,doven,goofy,cocco,boiko,hoppo,,,
TRUE,older,7,hable,surer,edger,miter,dyker,loner,older,,,
TRUE,skite,7,trave,gnide,isize,exile,quite,boite,skite,,,
TRUE,osaka,7,lungs,charm,boast,sjaak,evade,isawa,osaka,,,
TRUE,woful,7,pound,volto,coryl,bowel,jokul,mogul,woful,,,
TRUE,ganja,7,ilama,banca,ganda,gansa,ganza,ganta,ganja,,,
TRUE,atlas,7,hater,assam,adjag,abwab,anlas,aulas,atlas,,,
TRUE,derve,7,chaws,vedro,leppy,rebid,tenne,merge,derve,,,
TRUE,moudy,7,safes,jinni,burgh,kooky,pouty,mouly,moudy,,,
TRUE,refry,7,fhrer,sixte,allow,kevyn,pedum,jeery,refry,,,
TRUE,acmic,7,teles,noway,bhima,kafir,mucid,immix,acmic,,,
TRUE,ansae,7,mazer,glick,abyss,afoot,ajaja,anend,ansae,,,
TRUE,ovary,7,beefs,ninox,clump,doray,ratty,orary,ovary,,,
TRUE,juris,7,auger,furzy,burbs,turns,hurds,puris,juris,,,
TRUE,gauds,7,caids,hands,fards,bawds,yauds,lauds,gauds,,,
TRUE,aroma,7,jaups,hoary,aerie,azlon,abkar,acoma,aroma,,,
TRUE,karma,7,spaik,heman,bully,addda,rocta,jarra,karma,,,
TRUE,inker,7,ileus,indew,inter,infer,inger,inner,inker,,,
TRUE,cadis,7,liger,janus,bacis,satis,hafis,kakis,cadis,,,
TRUE,caffa,7,afire,slang,datto,hapax,kamba,yacca,caffa,,,
TRUE,liens,7,shell,deedy,fress,avens,omens,glens,liens,,,
TRUE,batak,7,agist,rawly,havoc,pattu,batad,batan,batak,,,
TRUE,parka,7,jumby,coofs,kreng,vizir,awalt,harka,parka,,,
TRUE,kobus,7,abear,ixion,scoff,pouts,wombs,kohls,kobus,,,
TRUE,lutea,7,helio,furud,busby,cupel,luket,lumen,lutea,,,
TRUE,daunt,7,mensa,gaitt,pacht,rabot,zayat,naunt,daunt,,,
TRUE,amate,7,carap,sequa,flamb,kiaki,twant,agaze,amate,,,
TRUE,skill,7,moron,daffs,besee,sylph,swick,stilt,skill,,,
TRUE,arses,7,raven,corer,fides,axles,apses,asses,arses,,,
TRUE,sumos,7,seqed,spats,shuls,sinus,smrgs,scows,sumos,,,
TRUE,jammy,7,wooed,amrit,lycus,habab,gammy,mammy,jammy,,,
TRUE,oleum,7,stoot,lango,cowle,deled,hippy,ervum,oleum,,,
TRUE,ouabe,7,hexad,isort,uayeb,kouza,fleme,ocque,ouabe,,,
TRUE,resay,7,cocin,attar,behav,kemal,rewax,repad,resay,,,
TRUE,auloi,7,parsi,fotui,ovoli,xxiii,kenai,uluhi,auloi,,,
TRUE,routh,7,siver,tabla,dhoon,pommy,forth,couth,routh,,,
TRUE,folie,7,riced,spook,babul,lowth,gonzo,mommy,folie,,,
TRUE,agent,7,diact,gubat,appmt,aholt,angst,arret,agent,,,
TRUE,couma,7,bemas,whuff,oculi,gaunt,roupy,douma,couma,,,
TRUE,voles,7,typha,scone,birls,moues,loves,goles,voles,,,
TRUE,nemos,7,lunel,marsh,estoc,oxboy,gipon,demos,nemos,,,
TRUE,aglee,7,tweel,lader,clues,gehey,engem,kolea,aglee,,,
TRUE,spurt,7,tatie,formy,chung,stupp,spurs,spurl,spurt,,,
TRUE,arhar,7,sprad,vagal,woman,bekah,achar,athar,arhar,,,
TRUE,thilk,7,whirr,chino,shift,bhima,thigh,thill,thilk,,,
TRUE,aggro,7,ajiva,awner,aholt,ascus,admrx,appro,aggro,,,
TRUE,sarpo,7,talma,cadus,yakin,rawer,gazoz,barff,sarpo,,,
TRUE,scams,7,drank,shahi,scall,scape,scatt,scaff,scams,,,
TRUE,lease,7,sumpt,flory,nabal,chaja,evade,keawe,lease,,,
TRUE,grues,7,navel,styed,cubes,moses,keres,wifes,grues,,,
TRUE,fouth,7,twigs,honda,lovee,motor,cocky,pouff,fouth,,,
TRUE,wrest,7,cubed,solio,treks,fremt,grewt,wreat,wrest,,,
TRUE,eases,7,hanch,bagge,matax,jarvy,sakel,paseo,eases,,,
TRUE,velal,7,devow,petty,relic,jells,helge,melba,velal,,,
TRUE,tanzy,7,bagie,casks,haydn,wanly,fanny,panty,tanzy,,,
TRUE,drive,7,essay,tozer,beedi,plunk,fidge,crche,drive,,,
TRUE,tabid,7,leery,iiasa,quoth,tanan,taipi,tabic,tabid,,,
TRUE,rebia,7,throe,uparm,skeeg,bynin,aecia,redia,rebia,,,
TRUE,halva,7,pavin,fakes,rahul,baggy,hatch,haloa,halva,,,
TRUE,gaitt,7,embog,inlay,tipis,chuck,afara,gaddi,gaitt,,,
TRUE,heath,7,stead,leapt,teary,beati,meath,neath,heath,,,
TRUE,stich,7,malmy,noose,qurti,zitis,whift,stick,stich,,,
TRUE,desto,7,lacey,unfur,beeps,gemot,teiid,dekko,desto,,,
TRUE,piers,7,smily,zoned,tetra,fieri,biers,viers,piers,,,
TRUE,fidel,7,tawpy,juger,sones,xebec,kileh,divel,fidel,,,
TRUE,swain,7,meute,papyr,akkad,volga,jiffs,swizz,swain,,,
TRUE,dhobi,7,mafoo,spewy,buchu,iodid,kling,dioti,dhobi,,,
TRUE,rason,7,beans,apiin,cajan,randn,rayon,ramon,rason,,,
TRUE,child,7,filix,barmy,toist,cling,chive,chizz,child,,,
TRUE,dreng,7,least,crche,brief,grego,prexy,kreng,dreng,,,
TRUE,rethe,7,bruin,avars,eched,fplot,metze,kette,rethe,,,
TRUE,egrid,7,addnl,muses,trooz,kippy,reive,cheir,egrid,,,
TRUE,melch,7,umiak,glore,leets,bevvy,pendn,welch,melch,,,
TRUE,sulky,7,theol,ruvid,muffs,guaka,junky,bucky,sulky,,,
TRUE,mulga,7,bardy,tweil,aquas,kooka,vulva,mulla,mulga,,,
TRUE,peris,7,sekos,leets,heads,germs,verus,ferns,peris,,,
TRUE,durry,7,ayuyu,musty,curdy,burny,hurly,duroy,durry,,,
TRUE,stuck,7,guffs,chave,worst,kylix,stubb,stunk,stuck,,,
TRUE,rubes,7,kenai,puffy,mudde,gusto,jubes,lubes,rubes,,,
TRUE,ayens,7,fouls,hexis,japes,tzars,annas,avens,ayens,,,
TRUE,clags,7,deota,gasps,amins,bulls,chaws,czars,clags,,,
TRUE,doray,7,ables,groma,hazan,titar,oopak,foray,doray,,,
TRUE,goods,7,kails,morus,poses,coyos,noggs,foods,goods,,,
TRUE,gurry,7,teuch,koans,dilly,mummy,guppy,guffy,gurry,,,
TRUE,ditty,7,ovist,riche,gimpy,billy,tizzy,witty,ditty,,,
TRUE,golem,7,axers,poyou,bowne,iodic,hovel,totem,golem,,,
TRUE,enhat,7,campo,welts,azide,fryer,thegn,quauk,enhat,,,
TRUE,metif,7,aitis,butin,octic,fetid,petit,retie,metif,,,
TRUE,fezzy,7,punka,blots,merce,heygh,deify,yezzy,fezzy,,,
TRUE,carya,7,bedel,tamis,nakoo,pacay,haugh,vajra,carya,,,
TRUE,ganta,7,quags,keeve,hight,malay,fatwa,dabba,ganta,,,
TRUE,lames,7,wyver,mizen,ached,lopes,lubes,lakes,lames,,,
TRUE,asoak,7,youve,agoho,abord,amowt,anoli,asoka,asoak,,,
TRUE,telae,7,falla,gilim,coles,unlay,jelab,telar,telae,,,
TRUE,press,7,sumos,celts,jibes,dhaks,evens,preps,press,,,
TRUE,slaty,7,outby,newly,marty,dicty,agaty,platy,slaty,,,
TRUE,crare,7,kaphs,verdi,nobut,grece,craze,craye,crare,,,
TRUE,sorda,7,payen,groot,molal,hocus,rorid,sorva,sorda,,,
TRUE,orang,7,gluey,tachi,psora,boron,addax,franz,orang,,,
TRUE,chawk,7,airan,tampa,huzzy,booed,flaff,shags,chawk,,,
TRUE,lepre,7,wough,pikle,rasse,eleme,benne,tepee,lepre,,,
TRUE,tunny,7,dedit,banus,fungo,lunch,runny,punny,tunny,,,
TRUE,nevel,7,darii,volts,gunky,meech,bepen,level,nevel,,,
TRUE,creda,7,rauli,abave,secco,theah,freya,crena,creda,,,
TRUE,lewth,7,ellan,zizit,mooed,crche,tusks,leppy,lewth,,,
TRUE,koans,7,sadly,torus,coffs,hobos,novas,mosks,koans,,,
TRUE,piezo,7,xenon,ahwal,grope,jiffs,zimmy,pipet,piezo,,,
TRUE,scups,7,shams,supes,snots,spiks,slubs,scuds,scups,,,
TRUE,shiel,7,rebab,kooky,nixes,tweel,impel,chiel,shiel,,,
TRUE,toted,7,frown,pitta,cetus,mothy,botel,doted,toted,,,
TRUE,salet,7,howls,yarry,vague,bajan,mazel,sapek,salet,,,
TRUE,hasky,7,saiva,pagod,lally,hatty,hayey,hashy,hasky,,,
TRUE,binny,7,buist,bargh,boozy,bibby,billy,biffy,binny,,,
TRUE,dwale,7,kerfs,guily,obole,hazle,ample,ettle,dwale,,,
TRUE,pavan,7,girba,zoeas,pacay,palau,papaw,panak,pavan,,,
TRUE,novus,7,croon,musky,nappa,neist,nondo,noggs,novus,,,
TRUE,bruno,7,magas,rowel,vizor,cuddy,unorn,brunt,bruno,,,
TRUE,liman,7,amara,baile,dhoty,sluig,pipal,liwan,liman,,,
TRUE,retax,7,joust,marae,rizar,repay,regal,reban,retax,,,
TRUE,belch,7,ajari,cysts,eloge,whewl,lench,melch,belch,,,
TRUE,scalz,7,reich,sobby,spall,scalt,scald,scalf,scalz,,,
TRUE,hunky,7,beman,noily,cucuy,turvy,dungy,funky,hunky,,,
TRUE,tubar,7,sloop,berne,wicky,gaura,draff,attar,tubar,,,
TRUE,coley,7,scoon,reget,joyed,homey,louey,poley,coley,,,
TRUE,glops,7,needn,mufty,ligas,cross,whops,goops,glops,,,
TRUE,louis,7,corse,goods,mouls,pouts,nouns,jouks,louis,,,
TRUE,shuba,7,ambar,event,dosis,halch,whaup,shuff,shuba,,,
TRUE,hents,7,parli,otkon,neeze,cecum,benny,tenth,hents,,,
TRUE,homey,7,burry,fatly,messy,covey,hooey,hokey,homey,,,
TRUE,carer,7,spade,blurt,arrha,weren,firer,gorer,carer,,,
TRUE,aeger,7,tsine,cowed,puler,kaver,freer,ammer,aeger,,,
TRUE,bruit,7,acted,rumpy,slurs,bouto,brugh,bruin,bruit,,,
TRUE,farle,7,shent,favor,famed,faffy,facie,fable,farle,,,
TRUE,argon,7,wakes,quipo,rhomb,donny,grata,arzan,argon,,,
TRUE,shots,7,anglo,freed,mocks,ophis,stuss,shows,shots,,,
TRUE,nexus,7,caste,ogees,bills,durns,nymss,nevus,nexus,,,
TRUE,glace,7,wests,ruddy,capon,khila,blame,glave,glace,,,
TRUE,creed,7,talak,humid,yowed,speed,freed,dreed,creed,,,
TRUE,songo,7,anoil,hypes,moton,kongo,congo,bongo,songo,,,
TRUE,bingy,7,bozze,bawly,buddy,biffy,bivvy,binny,bingy,,,
TRUE,lango,7,gopak,czech,timbo,alloo,dunno,fango,lango,,,
TRUE,imide,7,runer,dealt,eyess,momme,fifie,chide,imide,,,
TRUE,meter,7,covin,ables,ryder,wheer,upper,emmer,meter,,,
TRUE,scaut,7,taish,berme,fusty,vodun,glaux,staup,scaut,,,
TRUE,metis,7,conns,preps,qiyas,deles,beths,fetus,metis,,,
TRUE,maill,7,jnana,ocote,radix,lampf,balli,mauls,maill,,,
TRUE,morin,7,gript,huzza,risks,jeery,colic,borid,morin,,,
TRUE,fraus,7,squit,anabo,claes,khass,drams,fraps,fraus,,,
TRUE,divan,7,awabi,proto,sices,gilia,jinny,vivax,divan,,,
TRUE,argon,7,moped,visas,floyt,whank,barra,augur,argon,,,
TRUE,ploys,7,earsh,lully,contg,blimp,flook,plops,ploys,,,
TRUE,brede,7,chine,duree,flake,gobbe,reeve,tsere,brede,,,
TRUE,jougs,7,coeff,yolks,potus,boars,zoons,hoggs,jougs,,,
TRUE,zeros,7,silds,humps,geeks,ceras,terns,verbs,zeros,,,
TRUE,acyls,7,choir,gapes,klaus,atlas,abyss,amyls,acyls,,,
TRUE,getic,7,avoue,cleck,rhymy,biset,enfin,getid,getic,,,
TRUE,doits,7,bowse,cotch,gonad,molls,fords,poops,doits,,,
TRUE,gunks,7,caste,moody,lulls,burps,jujus,guffs,gunks,,,
TRUE,abets,7,uvres,impis,waffs,colas,stays,beths,abets,,,
TRUE,spale,7,kitan,daddy,orage,smaze,shave,space,spale,,,
TRUE,drias,7,woden,appal,cujam,strad,zihar,ixias,drias,,,
TRUE,novem,7,gauge,seers,fiked,motet,colen,hooey,novem,,,
